ICD9,DESCRIPTION
07071,Unspecified viral hepatitis C with hepatic coma
0709,Unspecified viral hepatitis without hepatic coma
071,Rabies
0720,Mumps orchitis
0721,Mumps meningitis
0722,Mumps encephalitis
0723,Mumps pancreatitis
07271,Mumps hepatitis
07272,Mumps polyneuropathy
07279,Mumps myocarditis
0728,Other mumps complications
0729,Mumps without complication
0730,Chlamydia psittaci infections
0730,Pneumonia in diseases classified elsewhere
0737,Chlamydia psittaci infections
0738,Chlamydia psittaci infections
0739,Chlamydia psittaci infections
0740,Enteroviral vesicular pharyngitis
0741,Epidemic myalgia
07420,Viral carditis
07421,Viral pericarditis
07422,Viral endocarditis
07423,Viral myocarditis
0743,Enteroviral vesicular stomatitis with exanthem
0748,Enterovirus infection
075,Infectious mononucleosis
0760,Initial stage of trachoma
0761,Active stage of trachoma
0769,Trachoma
0770,Chlamydial conjunctivitis
0771,Keratoconjunctivitis due to adenovirus
0772,Viral pharyngoconjunctivitis
0773,Conjunctivitis due to adenovirus
0774,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
0778,Other viral conjunctivitis
07798,Chlamydial conjunctivitis
07799,Viral conjunctivitis
0780,Molluscum contagiosum
07810,Viral wart
07811,Anogenital (venereal) warts
07812,Plantar wart
07819,Other viral warts
0782,Other specified viral diseases
0783,Cat-scratch disease
0784,Other specified viral infections characterized by skin and mucous membrane lesions
0785,Cytomegaloviral disease
0786,Hemorrhagic fever with renal syndrome
0787,Other arenaviral hemorrhagic fevers
07881,Epidemic vertigo
07882,Vomiting without nausea
07888,Other chlamydial diseases
07889,Other specified viral diseases
0790,Adenovirus as the cause of diseases classified elsewhere
0791,Echovirus as the cause of diseases classified elsewhere
0792,Coxsackievirus as the cause of diseases classified elsewhere
0793,Other viral agents as the cause of diseases classified elsewhere
0794,Papillomavirus as the cause of diseases classified elsewhere
07950,Unspecified retrovirus as the cause of diseases classified elsewhere
07951,Human T-cell lymphotrophic virus
07952,Human T-cell lymphotrophic virus
07953,Human immunodeficiency virus
07959,Retrovirus infections
0796,Respiratory syncytial virus as the cause of diseases classified elsewhere
07981,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]
07982,SARS-associated coronavirus as the cause of diseases classified elsewhere
07983,Parvovirus infection
07988,Other chlamydial diseases
07989,Other specified viral diseases
07998,Chlamydial infection
07999,Other viral agents as the cause of diseases classified elsewhere
080,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
0810,Typhus fever due to Rickettsia typhi
0811,Recrudescent typhus [Brill's disease]
0812,Typhus fever due to Rickettsia tsutsugamushi
0819,Typhus fever
0820,Spotted fever due to Rickettsia rickettsii
0821,Spotted fever due to Rickettsia conorii
0822,Spotted fever due to Rickettsia siberica
0823,Spotted fever due to Rickettsia australis
08240,Ehrlichiosis
08241,Ehrlichiosis chafeensis [E chafeensis]
08249,Other ehrlichiosis
0828,Other spotted fevers
0829,Rickettsiosis
0830,Q fever
0831,Trench fever
0832,Rickettsialpox due to Rickettsia akari
0838,Other specified rickettsioses
0839,Rickettsiosis
0840,Plasmodium falciparum malaria
0841,Plasmodium vivax malaria without complication
0842,Plasmodium malariae malaria without complication
0843,Plasmodium ovale malaria
0844,Malaria due to simian plasmodia
0845,Plasmodium vivax malaria without complication
0846,Unspecified malaria
0847,Other malaria
0848,Other severe and complicated Plasmodium falciparum malaria
0849,Plasmodium falciparum malaria with cerebral complications
0850,Visceral leishmaniasis
0851,Cutaneous leishmaniasis
0852,Cutaneous leishmaniasis
0853,Cutaneous leishmaniasis
0854,Cutaneous leishmaniasis
0855,Mucocutaneous leishmaniasis
0859,Leishmaniasis
0860,Acute Chagas' disease with heart involvement
0861,Chagas' disease (chronic) with other organ involvement
0862,Acute Chagas' disease without heart involvement
0863,Gambiense trypanosomiasis
0864,Rhodesiense trypanosomiasis
0865,African trypanosomiasis
0869,African trypanosomiasis
0870,Louse-borne relapsing fever
0871,Tick-borne relapsing fever
0879,Relapsing fever
0880,Bartonellosis
08881,Lyme disease
08882,Babesiosis
08889,Other specified protozoal diseases
0889,Unspecified protozoal disease
0900,Other early congenital syphilis
0901,Early congenital syphilis
0902,Early congenital syphilis
0903,Late congenital syphilitic interstitial keratitis
09040,Late congenital neurosyphilis
09041,Late congenital syphilitic encephalitis
09042,Late congenital syphilitic meningitis
09049,Other late congenital neurosyphilis
0905,Other late congenital syphilis
0906,Late congenital syphilis
0907,Late congenital syphilis
0909,Congenital syphilis
0910,Primary genital syphilis
0911,Primary anal syphilis
0912,Primary syphilis of other sites
0913,Other secondary syphilis of skin
0914,Other secondary syphilitic conditions
09150,Secondary syphilitic oculopathy
09151,Secondary syphilitic oculopathy
09152,Secondary syphilitic oculopathy
09161,Secondary syphilitic osteopathy
09162,Secondary syphilitic hepatitis
09169,Other secondary syphilitic conditions
0917,Other secondary syphilitic conditions
09181,Secondary syphilitic meningitis
09182,Syphilitic alopecia
09189,Other secondary syphilitic conditions
0919,Other secondary syphilitic conditions
0920,Early syphilis
0929,Early syphilis
0930,Syphilitic aneurysm of aorta
0931,Syphilitic aortitis
09320,Syphilitic endocarditis
09321,Syphilitic endocarditis
09322,Syphilitic endocarditis
09323,Syphilitic endocarditis
09324,Syphilitic endocarditis
09381,Other syphilitic heart involvement
09382,Other syphilitic heart involvement
09389,Other cardiovascular syphilis
0939,Cardiovascular syphilis
0940,Tabes dorsalis
0941,General paresis
0942,Late syphilitic meningitis
0943,Asymptomatic neurosyphilis
09481,Late syphilitic encephalitis
09482,Other symptomatic neurosyphilis
09483,Other symptomatic neurosyphilis
09484,Late syphilitic neuropathy
09485,Late syphilitic neuropathy
09486,Late syphilitic neuropathy
09487,Other symptomatic neurosyphilis
09489,Other symptomatic neurosyphilis
0949,Neurosyphilis
0950,Late syphilitic oculopathy
0951,Syphilis of lung and bronchus
0952,Syphilis of liver and other viscera
0953,Syphilis of liver and other viscera
0954,Syphilis of kidney and ureter
0955,Syphilis of bone and joint
0956,Syphilis of other musculoskeletal tissue
0957,Syphilis of other musculoskeletal tissue
0958,Symptomatic late syphilis of other respiratory organs
0959,Other symptomatic late syphilis
096,Late syphilis
0970,Late syphilis
0971,Latent syphilis
0979,Syphilis
0980,Gonococcal infection of lower genitourinary tract
09810,Other gonococcal genitourinary infections
09811,Gonococcal cystitis and urethritis
09812,Gonococcal prostatitis
09813,Gonococcal infection of other male genital organs
09814,Gonococcal infection of other male genital organs
09815,Gonococcal cervicitis
09816,Gonococcal female pelvic inflammatory disease
09817,Other gonococcal genitourinary infections
09819,Gonococcal infection of kidney and ureter
0982,Gonococcal infection of lower genitourinary tract
09830,Other gonococcal genitourinary infections
09831,Gonococcal cystitis and urethritis
09832,Gonococcal prostatitis
09833,Gonococcal infection of other male genital organs
09834,Gonococcal infection of other male genital organs
09835,Gonococcal cervicitis
09836,Gonococcal female pelvic inflammatory disease
09837,Other gonococcal genitourinary infections
09839,Other gonococcal genitourinary infections
09840,Gonococcal conjunctivitis
09841,Gonococcal iridocyclitis
09842,Other gonococcal eye infection
09843,Gonococcal keratitis
09849,Other gonococcal eye infection
09850,Gonococcal arthritis
09851,Gonococcal infection of other musculoskeletal tissue
09852,Gonococcal infection of other musculoskeletal tissue
09853,Gonococcal spondylopathy
09859,Gonococcal infection of musculoskeletal system
0986,Gonococcal pharyngitis
0987,Gonococcal infection of anus and rectum
09881,Other gonococcal infections
09882,Gonococcal meningitis
09883,Gonococcal heart infection
09884,Gonococcal heart infection
09885,Gonococcal heart infection
09886,Gonococcal peritonitis
09889,Other gonococcal infections
0990,Chancroid
0991,Chlamydial lymphogranuloma (venereum)
0992,Granuloma inguinale
0993,Reiter's disease
09940,Nonspecific urethritis
09941,Nonspecific urethritis
09949,Nonspecific urethritis
09950,Other chlamydial genitourinary infection
09951,Chlamydial infection of pharynx
09952,Chlamydial infection of anus and rectum
09953,Chlamydial infection of lower genitourinary tract
09954,Other chlamydial genitourinary infection
09955,Chlamydial infection of genitourinary tract
09956,Sexually transmitted chlamydial infection of other sites
09959,Sexually transmitted chlamydial infection of other sites
0998,Other specified predominantly sexually transmitted diseases
0999,Unspecified sexually transmitted disease
1000,Leptospirosis icterohemorrhagica
10081,Aseptic meningitis in leptospirosis
10089,Other forms of leptospirosis
1009,Leptospirosis
101,Other Vincent's infections
1020,Initial lesions of yaws
1021,Multiple papillomata and wet crab yaws
1022,Other early skin lesions of yaws
1023,Hyperkeratosis of yaws
1024,Gummata and ulcers of yaws
1025,Gangosa
1026,Bone and joint lesions of yaws
1027,Other manifestations of yaws
1028,Latent yaws
1029,Yaws
1030,Primary lesions of pinta
1031,Intermediate lesions of pinta
1032,Late lesions of pinta
1033,Mixed lesions of pinta
1039,Pinta
1040,Nonvenereal syphilis
1048,Other specified spirochetal infections
1049,Spirochetal infection
1100,Tinea barbae and tinea capitis
1101,Tinea unguium
1102,Tinea manuum
1103,Tinea cruris
1104,Tinea pedis
1105,Tinea imbricata
1106,Other dermatophytoses
1108,Other dermatophytoses
1109,Dermatophytosis
1110,Pityriasis versicolor
1111,Tinea nigra
1112,White piedra
1113,Black piedra
1118,Other specified superficial mycoses
1119,Superficial mycosis
1120,Candidal stomatitis
1121,Candidiasis of vulva and vagina
1122,Other urogenital candidiasis
1123,Candidiasis of skin and nail
1124,Pulmonary candidiasis
1125,Candidal sepsis
11281,Candidal endocarditis
11282,Candidal otitis externa
11283,Candidal meningitis
11284,Candidal esophagitis
11285,Candidal enteritis
11289,Other sites of candidiasis
1129,Candidiasis
1140,Acute pulmonary coccidioidomycosis
1141,Cutaneous coccidioidomycosis
1142,Coccidioidomycosis meningitis
1143,Other forms of coccidioidomycosis
1144,Chronic pulmonary coccidioidomycosis
1145,Pulmonary coccidioidomycosis
1149,Coccidioidomycosis
11500,Histoplasmosis capsulati
11501,Histoplasmosis capsulati
11501,Meningitis in other infectious and parasitic diseases classified elsewhere
11502,Histoplasmosis capsulati
11502,Chorioretinal disorders in diseases classified elsewhere
11503,Histoplasmosis capsulati
11503,Pericarditis in diseases classified elsewhere
11504,Histoplasmosis capsulati
11504,Endocarditis and heart valve disorders in diseases classified elsewhere
11505,Pulmonary histoplasmosis capsulati
11509,Disseminated histoplasmosis capsulati
11510,Histoplasmosis duboisii
11511,Histoplasmosis duboisii
11511,Meningitis in other infectious and parasitic diseases classified elsewhere
11512,Histoplasmosis duboisii
11512,Chorioretinal disorders in diseases classified elsewhere
11513,Histoplasmosis duboisii
11513,Pericarditis in diseases classified elsewhere
11514,Histoplasmosis duboisii
11514,Endocarditis and heart valve disorders in diseases classified elsewhere
11515,Histoplasmosis duboisii
11515,Pneumonia in diseases classified elsewhere
11519,Histoplasmosis duboisii
11590,Histoplasmosis
11591,Histoplasmosis
11591,Meningitis in other infectious and parasitic diseases classified elsewhere
11592,Histoplasmosis
11592,Chorioretinal disorders in diseases classified elsewhere
11593,Histoplasmosis
11593,Pericarditis in diseases classified elsewhere
11594,Histoplasmosis
11594,Endocarditis and heart valve disorders in diseases classified elsewhere
11595,Histoplasmosis
11595,Pneumonia in diseases classified elsewhere
11599,Histoplasmosis
1160,Blastomycosis
1161,Pulmonary paracoccidioidomycosis
1162,Lobomycosis
1170,Rhinosporidiosis
1171,Pulmonary sporotrichosis
1172,Chromomycosis
1173,Aspergillosis
1174,Eumycetoma
1175,Pulmonary cryptococcosis
1176,Allescheriasis
1177,Zygomycosis
1178,Other specified mycoses
1179,Unspecified mycosis
118,Other specified mycoses
1200,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
1201,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
1202,Schistosomiasis due to Schistosoma japonicum
1203,Cercarial dermatitis
1208,Other schistosomiasis
1209,Schistosomiasis
1210,Opisthorchiasis
1211,Clonorchiasis
1212,Paragonimiasis
1213,Fascioliasis
1214,Fasciolopsiasis
1215,Other specified fluke infections
1216,Other specified fluke infections
1218,Dicroceliasis
1219,Fluke infection
1220,Echinococcus granulosus infection of liver
1221,Echinococcus granulosus infection of lung
1222,Echinococcus granulosus infection
1223,Echinococcus granulosus infection
1224,Echinococcus granulosus infection
1225,Echinococcus multilocularis infection of liver
1226,Echinococcus multilocularis infection
1227,Echinococcus multilocularis infection
1228,Echinococcosis
1229,Echinococcosis
1230,Taenia solium taeniasis
1231,Cysticercosis
1232,Taenia saginata taeniasis
1233,Taeniasis
1234,Diphyllobothriasis
1235,Sparganosis
1236,Hymenolepiasis
1238,Other specified cestode infections
1239,Cestode infection
124,Trichinellosis
1250,Filariasis due to Wuchereria bancrofti
1251,Filariasis due to Brugia malayi
1252,Loiasis
1253,Onchocerciasis without eye disease
1254,Other filariases
1255,Mansonelliasis
1256,Other filariases
1257,Dracunculiasis
1259,Filariasis
1260,Ancylostomiasis
1261,Necatoriasis
1262,Ancylostomiasis
1263,Ancylostomiasis
1268,Ancylostomiasis
1269,Other hookworm diseases
1270,Ascariasis
1271,Anisakiasis
1272,Strongyloidiasis
1273,Trichuriasis
1274,Enterobiasis
1275,Intestinal capillariasis
1276,Trichostrongyliasis
1277,Other specified intestinal helminthiases
